occId,term,scientificName
arapaima,Arapaima gigas,organism
duckbill,Percophidae,organism
milkfish,Chanos chanos,organism
muksun,Coregonus muksun,organism
vendace,Coregonus vandesius,organism
icefish,Champsocephalus gunnari,organism
galliwasp,Celestus,organism
halfbeak,Hemiramphidae,organism
silversides,Alestes baremoze,organism
barracudas,Sphyraena,organism
snipefishes,Macroramphosus,organism
pipefishes,Syngnathinae,organism
knightfish,Cleidopus gloriamaris,organism
bluefishes,Pomatomus (Lacepède),organism
cobia,Rachycentron canadum,organism
ragfish,Icosteidae,organism
schraetzer,Gymnocephalus schraetser,organism
percarina,Percarina,organism
anthias,Anthiinae,organism
soapfish,Rypticus,organism
flashers,Paracheilinus,organism
bigeye,Priacanthus,organism
porkfish,Anisotremus virginicus,organism
pigfish,Orthopristis,organism
picarels,Centracanthus,organism
greenfish,Thalassoma ascensionis,organism
queenfish,Seriphus,organism
jawfish,Opistognathus,organism
salmonid,Salmonidae,organism
gourami,Osphronemidae,organism
tilapia,Tilapia,organism
oldwife,Enoplosus armatus,organism
boarfishes,Pentacerotidae,organism
spadefishes,Chaetodipterus,organism
greenlings,Hexagrammidae,organism
dealfishes,Trachipterus,organism
ronquil,Bathymasteridae,organism
ampe,Lophosoria quadripinnata,organism
seaelephant,Pterotracheoidea,organism
coffeeberry,Simmondsia chinensis,organism
toebiter,Belostomatidae,organism
ringouzel,Turdus torquatus,organism
pterosaur,Pterosauria,organism
parides,Pharmacophagus,organism
clapperrail,Rallus crepitans,organism
irregularia,Irregularia,organism
cichlid,Cichlidae,organism
honeyeater,Meliphagidae,organism
ballus,Ballus,organism
lampshell,Lingula anatina,organism
hartwort,Tordylium maximum,organism
cowitch,Mucuna pruriens,organism
arame,Ecklonia bicyclis,organism
gropers,Achoerodus,organism
muskellunge,Esox masquinongy,organism
raintree,Albizia saman,organism
sandcat,Felis margarita,organism
daddylongleg,Opiliones,organism
jewelweed,Impatiens noli-tangere,organism
restharrows,Ononis,organism
wooddove,Turtur,organism
sunspurge,Euphorbia helioscopia,organism
liberica,Coffea liberica,organism
anhanguera,Anhanguera,organism
jatoba,Hymenaea courbaril,organism
angico,Parapiptadenia rigida,organism
jurubeba,Solanum paniculatum,organism
pirarucu,Arapaima gigas,organism
acrocomia,Acrocomia aculeata,organism
genciana,Gentiana lutea,organism
urutu,Bothrops alternatus,organism
cotiara,Bothrops cotiara,organism
silverleaf,Stillingia sylvatica,organism
caperbush,Capparis spinosa,organism
arachnids,Arachnida,organism
witica,Witica,organism
juneberry,Amelanchier alnifolia,organism
summersavory,Satureja hortensis,organism
monaeses,Monaeses,organism
zebrawood,Microberlinia brazzavillensis,organism
seapig,Scotoplanes,organism
earshell,Haliotis tuberculata,organism
deerberry,Vaccinium stamineum,organism
honeylocust,Gleditsia triacanthos,organism
muledeer,Odocoileus hemionus,organism
amberjack,Seriola,organism
lungfish,Dipnoi,organism
moas,Dinornithidae,organism
anoa,Bubalus depressicornis,organism
colugo,Cynocephalus (Boddaert),organism
megapodes,Megapodiidae,organism
kingia,Kingia australis,organism
megapode,Megapodiidae,organism
sphenodon,Sphenodon punctatus,organism
sheathbill,Chionis,organism
awlwort,Subularia,organism
dittander,Lepidium latifolium,organism
sowbread,Cyclamen,organism
orache,Atriplex,organism
gayal,Bos gaurus,organism
thamin,Cervus eldii,organism
jurema,Mimosa tenuiflora,organism
omul,Coregonus migratorius,organism
isopods,Isopoda,organism
oystercatcher,Haematopodidae,organism
seathrift,Armeria maritima,organism
polty,Poltys,organism
mooneyes,Hiodon,organism
whipray,Himantura,organism
brazilwood,Caesalpinia echinata,organism
mesites,Mesitornithidae,organism
tunhoof,Glechoma hederacea,organism
sauropod,Sauropoda,organism
bittervetch,Lathyrus linifolius,organism
houting,Coregonus oxyrinchus,organism
dikdik,Madoqua,organism
sugarbeet,Beta vulgaris,organism
rockrose,Tuberaria,organism
muskox,Ovibos moschatus,organism
pinkwood,Eucryphia moorei,organism
threadworm,Strongyloides stercoralis,organism
serotine,Eptesicus (Eptesicus) serotinus,organism
pudu,Pudu,organism
lemongrass,Cymbopogon citratus,organism
housefinch,Haemorhous mexicanus,organism
pinweed,Erodium cicutarium,organism
steeplebush,Spiraea tomentosa,organism
aardwolf,Proteles cristata,organism
honeyguide,Indicatoridae,organism
matsutake,Tricholoma matsutake,organism
araucarians,Araucariaceae,organism
pilotfish,Naucrates ductor,organism
birdcherry,Prunus padus,organism
lambkill,Kalmia latifolia,organism
watervole,Arvicola amphibius,organism
sedgewarbler,Acrocephalus schoenobaenus,organism
fanpalm,Chamaerops,organism
welwitschia,Welwitschia mirabilis,organism
whiteash,Fraxinus americana,organism
butterworts,Pinguicula,organism
astrantia,Astrantia major,organism
felwort,Swertia perennis,organism
vinetree,Ventilago viminalis,organism
limpkin,Aramus guarauna,organism
asterid,Asterids,organism
yautia,Xanthosoma,organism
stargazers,Leptoscopidae,organism
brolga,Grus rubicunda,organism
nelma,Stenodus nelma,organism
seastar,Asteroidea,organism
blackhaw,Viburnum prunifolium,organism
greywolf,Canis lupus,organism
hornero,Furnarius,organism
cupuassu,Theobroma grandiflorum,organism
columnaria,Columnaria,organism
ostracod,Ostracoda,organism
lasiandra,Tibouchina semidecandra,organism
soapnut,Sapindus,organism
redsquirrel,Tamiasciurus hudsonicus,organism
flyingsquirrel,Pteromyini,organism
lingonberry,Vaccinium vitis-idaea,organism
agrigas,Agrias,organism
rhizophyllum,Rhizophyllum,organism
cowries,Cypraeidae,organism
